Year,State/UT,Sector,CO₂ Emissions (Million Tonnes),CH₄ Emissions (Million Tonnes CO₂e),N₂O Emissions (Million Tonnes CO₂e),Energy Consumption (TWh),Electricity Generation (TWh),Fossil Fuel Consumption (MTOE),Vehicle Count (Million Units),Industrial Output (GDP Contribution in ₹ Cr),Agricultural Land Usage (Million Hectares),Deforestation Rate (sq. km per year),Waste Generation (Million Tonnes),Renewable Energy Share (%)
2020,Uttarakhand,Energy,408.47,24.74,17.11,461.31,24.8,247.48,23.02,49283.25,12.25,122.52,0.25,31.82
2010,Chhattisgarh,Agriculture,306.1,27.87,3.42,50.44,197.35,184.65,3.84,70779.92,15.3,51.18,31.56,38.02
2004,Tripura,Agriculture,483.26,25.4,1.01,10.82,30.42,38.74,1.22,91080.4,37.73,107.51,98.09,38.8
2011,Meghalaya,Industry,489.95,3.16,4.97,261.86,346.13,22.71,25.43,13779.14,40.49,132.03,62.79,42.54
2016,Tripura,Transport,183.75,36.89,11.57,209.34,193.15,203.77,45.36,47550.15,22.37,3.24,53.98,59.26
2005,Goa,Transport,494.39,25.83,0.24,228.33,366.35,202.63,5.22,98497.95,10.47,193.62,54.89,51.86
2000,Karnataka,Energy,478.85,9.05,19.7,231.96,36.04,114.75,6.56,60315.59,29.17,75.19,60.03,20.56
2004,Mizoram,Energy,323.52,34.2,4.68,448.12,135.54,9.9,2.98,85010.74,20.61,54.4,74.05,52.14
2024,Uttar Pradesh,Waste,173.4,34.91,4.84,320.13,272.23,191.8,18.17,89083.21,32.31,142.57,79.62,1.56
2013,Tamil Nadu,Transport,379.14,11.07,14.8,223.96,120.97,103.58,19.76,8032.92,41.42,157.69,3.03,39.64
2004,Maharashtra,Energy,142.91,39.93,5.04,230.12,337.42,204.28,49.17,48612.01,26.87,83.56,18.73,7.15
2021,Goa,Waste,318.62,23.1,7.98,423.03,394.8,36.88,41.16,96224.52,45.19,121.01,16.63,64.6
2023,Tripura,Agriculture,22.04,9.44,10.92,112.44,116.08,116.35,18.34,15776.55,19.07,52.83,38.01,9.83
2000,Tamil Nadu,Energy,318.01,33.05,0.54,12.3,147.63,132.07,19.1,19654.98,24.56,140.48,26.64,72.56
2017,Puducherry,Waste,476.29,30.04,16.76,241.69,387.1,93.04,20.87,51099.68,28.96,99.49,81.88,36.85
2015,West Bengal,Transport,125.22,8.94,10.29,480.43,146.43,247.49,29.56,14183.81,36.23,27.9,41.14,14.98
2008,Karnataka,Agriculture,391.31,43.68,6.33,408.11,224.61,190.96,43.84,86130.21,26.91,164.3,84.08,44.74
2018,Kerala,Energy,153.78,42.8,8.06,207.16,308.85,207.71,11.55,76515.52,40.74,179.98,71.52,52.16
2021,Madhya Pradesh,Transport,356.85,41.89,1.21,91.67,178.15,61.03,12.35,85107.48,35.13,69.02,44.02,53.3
2004,Bihar,Agriculture,352.99,20.26,14.39,287.22,152.18,96.78,49.52,41117.07,18.15,74.26,95.79,66.17
2001,Gujarat,Industry,100.52,41.32,10.84,440.45,200.76,28.58,24.51,65046.13,32.36,154.42,79.04,48.02
2014,Arunachal Pradesh,Transport,302.59,42.32,18.29,360.05,312.91,249.58,34.25,33379.56,16.52,171.25,70.27,17.25
2006,Goa,Industry,430.99,49.83,9.34,272.4,128.3,65.14,40.44,7253.47,36.11,104.97,78.33,35.79
2003,Goa,Energy,197.44,47.9,16.59,368.76,143.57,26.05,24.52,77708.51,33.02,172.97,41.98,63.77
2000,Nagaland,Waste,358.04,19.45,3.85,482.5,79.71,52.1,0.92,97196.06,9.69,3.67,11.18,35.44
2012,Puducherry,Energy,340.47,10.31,1.22,278.58,282.14,143.32,37.51,29309.37,35.33,32.96,41.18,8.54
2019,Punjab,Transport,136.18,14.98,18.97,279.9,360.28,84.58,29.2,29475.71,7.4,172.77,51.6,67.79
2021,Haryana,Industry,460.14,24.99,5.21,241.91,78.37,41.83,43.9,21447.68,5.51,134.4,10.75,77.74
2006,Haryana,Industry,286.12,40.37,16.69,285.47,18.66,117.61,40.05,43232.17,32.5,128.18,37.09,68.42
2014,Delhi,Agriculture,184.09,36.29,5.22,319.41,155.6,167.95,19.81,38195.9,17.34,131.12,92.77,1.48
2022,Haryana,Energy,90.54,39.49,3.2,106.12,167.01,166.53,2.23,88602.82,8.88,22.16,13.33,79.77
2013,Haryana,Energy,241.99,19.31,14.68,286.17,260.12,4.67,27.53,79237.25,49.38,172.84,62.67,36.82
2022,Andhra Pradesh,Transport,367.76,12.72,15.59,11.66,38.81,189.1,49.06,88175.67,43.63,19.55,84.48,27.91
2018,Arunachal Pradesh,Industry,315.58,1.69,16.89,469.28,329.49,61.05,8.66,92028.3,9.67,40.9,73.26,13.3
2021,Kerala,Transport,366.26,31.5,17.31,23.73,231.72,230.62,25.41,68244.88,47.24,147.72,19.55,52.0
2023,Manipur,Transport,397.96,39.85,9.71,479.29,220.66,35.48,6.08,64690.34,30.7,47.86,40.88,28.09
2019,Bihar,Industry,226.09,44.51,8.06,484.65,129.96,100.46,46.97,47147.99,26.47,160.79,56.22,71.32
2023,West Bengal,Transport,264.88,24.07,15.04,265.76,149.28,78.74,41.38,9209.22,18.49,145.29,13.48,36.68
2017,Tripura,Industry,493.35,46.42,11.43,169.55,26.89,123.35,26.91,45181.54,16.75,148.45,26.1,23.95
2009,Assam,Transport,484.35,10.52,19.31,96.55,302.73,79.08,31.97,36895.34,6.05,84.62,65.98,9.09
2008,Maharashtra,Waste,213.26,25.96,7.58,85.28,243.87,193.04,32.33,38464.41,9.89,111.81,83.46,46.8
2024,Sikkim,Transport,345.74,11.08,0.95,122.78,390.69,96.11,47.7,50641.6,14.19,89.44,94.16,54.36
2007,Tamil Nadu,Transport,141.12,9.81,11.83,240.72,144.66,88.18,48.55,53202.55,37.08,147.93,21.1,2.59
2009,Haryana,Waste,84.82,47.69,7.13,372.73,268.17,242.84,33.3,22384.28,48.04,24.25,54.5,71.5
2016,Madhya Pradesh,Energy,386.52,40.98,6.92,202.37,368.22,101.46,14.77,28206.91,23.81,90.9,63.73,1.49
2001,Tamil Nadu,Industry,223.73,1.08,11.33,391.6,286.11,33.38,32.01,21116.23,19.18,158.37,71.81,40.77
2005,Odisha,Agriculture,96.76,13.79,18.44,284.47,20.92,67.73,27.84,73903.12,43.1,44.07,65.42,20.55
2004,Sikkim,Waste,381.84,10.65,5.41,14.54,254.73,181.13,39.47,96474.08,34.36,87.4,78.23,77.21
2008,Chhattisgarh,Energy,458.43,7.78,7.65,70.24,220.43,66.2,43.17,25229.43,13.0,58.21,40.21,37.78
2004,Madhya Pradesh,Transport,467.3,35.02,17.84,288.26,202.23,170.44,31.92,86502.61,27.37,89.48,51.82,72.34
2017,West Bengal,Energy,302.2,28.56,17.91,84.78,223.45,228.79,25.89,73293.85,44.29,10.08,16.51,75.35
2019,Uttar Pradesh,Waste,245.02,22.97,4.77,306.11,186.92,94.15,42.86,31313.83,33.34,95.04,2.93,31.88
2008,Punjab,Transport,79.51,9.88,14.16,225.41,278.27,48.97,22.37,52967.39,19.27,81.33,16.79,52.05
2016,Andhra Pradesh,Energy,398.47,14.24,8.37,346.59,10.89,179.48,23.91,61387.7,21.98,187.5,70.93,41.7
2016,Meghalaya,Agriculture,473.21,18.13,18.73,149.26,79.48,110.01,0.96,77371.81,45.03,50.79,28.0,25.27
2011,Puducherry,Industry,445.84,39.38,14.67,411.7,149.33,12.49,3.69,54891.43,35.69,51.81,75.03,47.58
2006,Delhi,Industry,378.37,49.46,9.94,197.5,183.8,145.04,21.54,65918.21,25.99,30.11,3.07,39.08
2002,Tamil Nadu,Waste,12.24,9.61,16.37,399.34,56.54,145.54,0.48,32731.42,34.23,49.94,31.59,36.47
2009,Telangana,Transport,209.8,17.41,19.96,14.59,328.96,170.74,10.25,13206.93,34.59,188.68,5.29,27.68
2001,Arunachal Pradesh,Transport,211.25,14.37,9.0,199.58,372.11,184.08,34.01,6948.93,28.8,125.5,75.57,1.47
2024,Gujarat,Industry,448.24,2.68,7.53,113.99,301.73,161.76,31.48,29891.04,31.75,3.12,40.87,72.26
2002,Goa,Energy,42.17,11.35,12.18,224.62,371.88,85.24,28.39,67109.88,18.3,6.89,18.16,21.56
2015,Chhattisgarh,Transport,270.3,45.13,13.69,473.67,298.57,209.01,41.27,9821.64,18.13,5.4,57.46,14.97
2001,Delhi,Agriculture,76.71,42.22,14.12,83.68,179.22,233.88,18.13,74148.41,17.62,50.62,96.76,2.09
2023,Bihar,Agriculture,334.52,8.8,9.52,48.56,160.29,76.22,33.03,41317.12,2.9,11.51,5.06,36.69
2009,Arunachal Pradesh,Transport,398.21,18.63,6.71,33.96,70.73,71.18,32.26,47343.47,41.58,13.41,60.88,50.94
2005,Jharkhand,Transport,324.56,15.88,16.46,66.06,39.15,128.74,32.99,22089.42,8.72,87.56,69.5,21.22
2021,Sikkim,Industry,399.35,7.81,19.17,35.67,91.75,246.46,33.73,70031.41,5.62,1.54,84.43,13.73
2010,Chhattisgarh,Waste,307.67,31.3,17.29,343.95,215.19,41.68,40.14,97077.8,21.72,3.29,33.19,41.42
2022,Nagaland,Industry,103.02,28.09,13.68,63.11,58.3,124.24,30.45,40707.3,24.49,123.97,65.36,79.92
2006,Jharkhand,Waste,197.51,21.64,7.27,102.73,380.71,49.36,43.82,12440.18,13.9,139.53,8.39,62.24
2014,Tamil Nadu,Agriculture,478.87,42.85,12.49,324.54,91.31,103.06,21.44,2697.19,47.87,192.97,10.74,40.08
2005,Sikkim,Waste,151.21,31.18,2.11,225.85,334.28,95.34,48.68,86751.13,9.16,96.75,71.92,24.32
2019,West Bengal,Industry,40.8,13.33,10.72,32.06,328.43,143.15,1.78,70826.05,29.11,113.62,45.71,14.27
2008,Manipur,Transport,198.57,19.0,15.65,485.48,60.78,9.62,6.79,84792.78,30.92,118.5,50.43,35.89
2021,Uttarakhand,Waste,189.49,7.93,5.1,301.97,285.74,202.01,4.28,39874.52,33.12,149.65,87.15,37.32
2019,Himachal Pradesh,Industry,240.45,29.77,10.08,308.83,330.52,177.63,21.97,63696.41,39.9,83.06,14.76,12.4
2011,Karnataka,Agriculture,284.55,29.54,1.56,427.03,354.29,249.96,29.44,39397.38,43.39,197.01,18.85,78.2
2018,Uttar Pradesh,Waste,496.29,43.57,16.79,455.0,381.82,64.68,22.18,33536.21,15.29,99.79,39.24,28.14
2019,Rajasthan,Agriculture,380.55,42.86,7.07,33.26,372.39,217.08,10.59,59442.19,49.32,25.54,37.71,39.42
2002,Tripura,Agriculture,27.59,41.93,11.69,38.83,127.9,152.98,11.68,22628.1,21.28,149.53,56.06,14.34
2014,Tripura,Energy,359.23,27.67,7.63,389.39,110.72,58.52,40.38,73169.24,39.42,103.9,43.68,30.66
2001,Delhi,Waste,413.87,32.77,11.99,349.44,162.02,74.63,2.77,63737.14,3.01,130.0,29.34,11.28
2020,Mizoram,Industry,448.86,38.89,14.91,112.32,188.68,6.08,49.58,41241.16,37.52,102.82,85.27,65.73
2001,Rajasthan,Waste,217.76,5.04,6.6,164.01,97.38,86.54,36.06,29242.31,41.69,130.15,15.21,30.06
2021,Himachal Pradesh,Waste,163.68,15.38,10.43,307.47,39.0,224.96,46.07,36615.27,6.31,90.59,1.08,1.99
2002,Tamil Nadu,Agriculture,421.27,8.87,15.92,395.55,264.35,19.73,9.22,31832.21,16.0,78.14,14.55,55.93
2005,Meghalaya,Agriculture,391.03,25.82,13.79,303.56,73.83,232.09,28.0,36771.06,22.94,37.77,47.98,29.08
2014,Goa,Agriculture,272.66,41.96,1.24,397.02,366.39,95.52,26.5,2576.62,38.43,66.35,58.67,32.18
2009,Sikkim,Agriculture,67.76,11.92,11.42,118.17,118.64,185.48,31.08,34694.51,26.95,7.51,15.6,27.92
2008,Karnataka,Industry,329.36,36.68,7.59,168.9,83.09,164.98,38.91,54540.89,31.94,99.19,57.41,29.69
2000,Tamil Nadu,Transport,42.18,20.59,14.2,55.3,81.69,168.45,35.72,48758.47,19.07,86.11,3.75,26.15
2015,Mizoram,Energy,59.18,45.2,0.43,492.48,119.34,137.54,19.71,14977.76,43.62,23.12,62.04,62.31
2005,Bihar,Agriculture,172.26,31.53,6.68,405.45,246.81,116.61,43.48,94748.4,18.96,112.43,52.89,49.09
2008,Delhi,Agriculture,191.88,48.84,1.82,359.32,391.44,232.14,0.81,19258.29,24.24,178.5,41.89,17.82
2003,Manipur,Energy,236.37,12.66,18.42,101.43,197.08,170.33,12.74,58215.17,22.66,102.24,92.21,59.79
2001,Andhra Pradesh,Agriculture,176.18,46.24,17.54,350.85,241.87,154.04,26.02,37762.7,39.49,9.74,43.56,22.78
2003,Sikkim,Transport,26.56,18.17,19.36,431.89,337.83,105.14,42.97,67659.09,41.23,83.15,37.01,16.69
2000,Puducherry,Waste,87.13,31.29,12.91,406.12,136.94,57.04,20.01,44138.06,45.39,182.46,22.32,36.65
2018,Delhi,Energy,66.4,9.14,16.16,378.57,76.05,1.45,38.82,5060.1,12.27,190.49,31.37,59.97
2024,Punjab,Industry,221.28,38.11,12.28,196.64,176.28,245.2,13.33,63746.82,45.64,169.21,21.99,41.84
2009,Andhra Pradesh,Energy,113.94,48.92,9.89,384.65,130.88,189.34,48.47,92642.0,15.2,86.2,17.6,34.63
2020,Himachal Pradesh,Transport,153.84,39.48,16.69,244.86,347.12,248.5,0.87,87083.47,44.02,75.87,41.66,44.35
2014,Kerala,Industry,241.07,30.98,15.55,205.24,391.29,192.78,8.92,33501.27,43.0,57.39,5.94,73.09
2021,Bihar,Waste,125.43,22.69,14.69,482.57,276.89,12.34,1.19,33188.24,23.28,28.63,63.24,60.19
2018,West Bengal,Agriculture,130.51,17.59,17.89,77.6,263.24,111.58,0.96,59174.91,40.12,180.15,47.17,43.95
2015,Sikkim,Energy,418.24,21.24,18.58,433.04,287.12,30.08,45.3,20470.65,37.42,135.79,19.92,42.5
2020,Madhya Pradesh,Industry,278.56,16.75,8.96,164.44,189.73,200.52,13.87,63141.53,3.2,164.36,0.76,7.93
2023,Gujarat,Energy,429.81,41.72,5.73,260.62,253.37,47.31,11.79,80316.28,2.28,19.94,57.36,3.92
2021,Haryana,Waste,262.12,44.71,10.28,184.65,33.15,164.76,13.43,21148.76,5.31,34.33,6.88,71.78
2003,West Bengal,Energy,455.54,47.51,1.95,254.08,199.91,164.98,40.16,95835.03,47.46,6.93,98.21,72.58
2001,Madhya Pradesh,Industry,134.82,21.21,18.77,410.11,136.28,160.08,15.66,50819.9,35.93,89.27,48.61,48.58
2024,Karnataka,Transport,312.17,27.54,19.68,95.59,26.01,219.71,29.7,22551.67,21.31,86.99,53.94,77.67
2012,Himachal Pradesh,Industry,256.58,29.06,13.09,378.62,220.19,181.71,42.93,7624.6,11.82,166.68,89.28,48.48
2000,Tripura,Energy,460.16,32.73,14.95,225.72,147.3,82.54,16.01,29364.15,47.44,5.88,94.79,66.46
2016,Telangana,Waste,215.05,0.62,6.54,467.8,238.29,79.38,7.38,47871.14,12.97,103.36,93.3,8.92
2012,Meghalaya,Agriculture,428.86,42.21,17.34,275.76,207.71,6.55,3.47,48377.04,27.64,148.19,44.28,72.88
2003,Jharkhand,Agriculture,286.31,13.77,18.02,25.48,114.11,227.16,28.21,21240.39,12.92,127.62,22.07,38.34
2006,Karnataka,Waste,357.19,23.87,1.63,455.55,218.29,26.77,30.33,26565.94,36.61,192.9,89.13,74.55
2016,Kerala,Energy,444.58,42.16,2.72,462.62,154.62,120.3,43.57,68152.26,9.45,176.03,25.89,50.47
2008,West Bengal,Waste,498.48,49.84,5.29,94.06,368.84,127.62,23.73,77707.39,30.18,34.57,32.03,36.34
2003,Maharashtra,Energy,368.26,39.85,14.1,486.47,153.38,112.51,43.37,11669.35,32.83,78.46,11.54,6.59
2018,Odisha,Industry,164.12,1.73,3.75,225.67,20.86,144.0,25.77,66926.11,48.23,149.36,85.52,38.28
2000,Kerala,Transport,156.52,18.75,4.48,457.64,306.61,182.58,29.55,91716.45,30.54,84.27,91.19,4.88
2009,Nagaland,Energy,161.46,12.74,7.7,185.22,385.65,49.86,26.93,4486.06,24.77,84.56,81.32,63.29
2003,Rajasthan,Agriculture,57.98,48.22,12.27,16.23,71.91,19.35,15.09,61695.18,20.24,42.56,30.52,8.25
2008,Mizoram,Agriculture,36.26,13.58,19.53,398.54,389.25,214.5,42.2,58683.47,6.19,33.2,80.79,23.25
2012,Assam,Transport,294.61,47.2,15.7,443.48,248.79,124.2,44.23,24341.5,36.38,131.42,12.25,35.59
2013,Andhra Pradesh,Energy,407.19,46.91,11.21,85.59,339.72,32.71,42.44,82651.42,13.11,197.6,78.14,50.45
2009,Delhi,Transport,27.71,42.05,1.08,279.22,191.79,168.35,5.46,1648.55,16.32,185.6,94.23,51.78
2005,Odisha,Industry,287.65,5.35,10.39,416.62,250.9,56.55,33.36,92985.0,1.58,173.32,23.93,8.07
2015,Delhi,Transport,192.16,0.6,4.16,233.47,337.22,21.37,22.26,60212.55,33.29,196.15,52.11,11.05
2005,Bihar,Industry,447.32,39.8,6.07,395.24,393.21,71.36,4.98,49608.01,38.18,36.2,61.1,79.31
2016,Tamil Nadu,Agriculture,81.24,42.24,5.09,320.86,77.99,74.93,3.18,74273.47,5.62,86.48,45.07,67.41
2009,West Bengal,Industry,286.08,48.13,7.01,361.76,360.0,217.24,34.92,94277.55,7.71,27.97,27.35,26.58
2017,Meghalaya,Energy,485.75,11.31,1.34,459.81,268.57,77.53,19.94,82363.99,41.33,95.14,45.12,45.21
2021,Kerala,Energy,179.07,36.79,11.58,211.33,379.01,195.29,19.17,57209.98,37.0,17.12,62.43,55.44
2017,Rajasthan,Energy,373.47,26.19,1.01,386.63,130.65,144.73,10.73,13479.31,7.06,135.54,41.39,14.18
2002,Rajasthan,Energy,442.4,16.76,13.25,357.78,100.82,24.58,30.15,38686.68,21.71,89.13,70.04,11.65
2019,Madhya Pradesh,Waste,101.24,30.51,14.64,222.3,149.38,39.96,7.5,87434.36,16.28,174.5,6.71,40.32
2020,Mizoram,Industry,496.34,27.64,9.77,193.68,354.38,20.95,0.3,85270.07,9.03,46.21,51.65,26.05
2024,Haryana,Energy,406.6,14.97,15.65,441.27,186.55,100.97,0.8,42552.72,22.48,78.81,89.44,38.72
2014,Madhya Pradesh,Transport,77.41,13.79,19.35,106.35,380.83,242.5,18.46,47838.77,42.75,0.26,99.23,14.18
2014,Punjab,Transport,162.33,24.59,6.87,162.66,100.72,46.02,35.97,68744.92,41.0,93.21,56.45,8.77
2003,Uttar Pradesh,Waste,316.24,23.96,12.42,487.37,92.11,86.18,30.17,44492.54,29.72,16.65,51.2,77.46
2008,Chhattisgarh,Industry,443.61,15.45,6.54,142.3,272.97,205.18,12.61,9859.31,28.42,186.39,34.22,8.87
2018,Nagaland,Industry,105.47,13.55,8.92,436.88,120.21,219.07,5.19,73224.24,33.08,190.31,22.38,68.96
2023,Manipur,Industry,368.29,47.74,0.51,188.86,56.02,184.11,18.16,65348.37,48.79,110.82,24.53,37.43
2016,Kerala,Waste,142.62,43.19,1.58,277.85,153.5,117.3,44.83,20668.07,41.34,87.42,2.8,36.29
2010,Delhi,Industry,404.65,40.93,15.97,202.18,110.14,162.57,17.41,80476.2,11.45,95.13,97.92,35.57
2024,Mizoram,Industry,344.89,11.11,2.88,114.54,168.13,113.06,6.09,81838.79,23.87,69.36,19.39,4.6
2008,Tripura,Energy,266.23,9.87,14.01,347.1,78.67,212.31,44.57,25458.46,37.58,87.39,54.46,5.42
2009,Manipur,Industry,328.43,40.56,14.21,483.47,383.01,103.06,16.27,14997.7,42.56,100.25,5.12,10.46
2017,Arunachal Pradesh,Energy,439.46,9.64,19.92,446.94,321.65,204.63,38.62,20430.3,5.14,192.48,10.85,60.23
2019,Goa,Energy,199.35,25.43,13.94,492.71,337.16,146.83,13.73,49827.3,35.0,80.06,79.64,21.95
2012,Mizoram,Industry,386.93,11.46,2.66,347.11,122.63,130.79,43.47,32613.44,8.49,150.41,60.7,52.46
2007,Meghalaya,Transport,87.86,19.21,12.57,22.07,343.42,164.46,4.19,67665.1,6.19,146.45,12.49,29.18
2006,Mizoram,Agriculture,353.58,42.75,10.53,279.26,238.36,73.74,12.73,52604.09,42.33,191.83,48.89,59.69
2016,Tripura,Transport,377.82,44.63,18.36,313.15,27.41,98.65,36.4,67445.95,39.54,10.13,32.94,69.75
2020,Punjab,Industry,227.07,49.84,13.83,64.47,65.54,201.46,19.79,22859.9,37.58,17.4,48.56,38.47
2022,Himachal Pradesh,Industry,398.87,47.22,10.42,415.07,181.16,96.61,27.58,59525.75,2.19,115.19,10.86,4.9
2014,Uttarakhand,Transport,282.98,33.73,12.52,366.39,160.55,163.75,13.92,88435.9,13.59,95.37,89.24,56.04
2019,Chhattisgarh,Industry,468.77,21.87,8.92,226.97,319.14,166.22,18.13,58783.67,22.12,123.67,56.38,34.25
2014,Tamil Nadu,Energy,65.11,3.36,10.22,149.54,350.1,217.56,30.36,69194.29,44.12,106.72,53.88,64.61
2000,Andhra Pradesh,Waste,74.1,30.6,14.47,114.79,346.65,111.47,39.64,95074.36,26.64,153.03,17.66,73.43
2024,Goa,Industry,422.79,10.93,1.66,482.4,153.24,225.73,44.61,88760.28,25.43,177.8,54.69,72.99
2013,Telangana,Industry,422.76,42.58,12.35,402.03,256.13,248.27,18.01,23270.6,1.23,106.69,98.37,68.25
2004,Maharashtra,Transport,240.9,27.67,1.86,348.23,201.35,43.13,31.56,81811.86,41.66,17.82,12.15,9.6
2010,Mizoram,Energy,482.34,36.81,17.12,474.45,356.12,179.14,24.95,98022.76,29.67,21.84,70.48,61.61
2015,Tripura,Transport,342.9,33.84,18.86,105.73,356.14,174.89,32.85,79086.65,19.2,44.72,38.72,53.61
2001,Odisha,Transport,491.6,17.69,15.63,429.52,26.28,114.58,31.13,13739.97,8.87,172.15,77.66,23.5
2007,Andhra Pradesh,Industry,270.87,38.07,14.39,293.81,231.0,76.65,31.05,62401.34,21.55,115.94,51.89,18.7
2010,Andhra Pradesh,Energy,108.79,42.25,18.88,466.86,203.87,7.78,21.87,65625.06,12.7,75.3,90.35,72.8
2017,Madhya Pradesh,Industry,227.75,37.33,4.45,332.0,309.3,159.42,14.75,15594.38,23.06,72.49,8.49,79.33
2002,Maharashtra,Industry,490.44,38.95,4.65,372.06,82.34,79.61,21.12,55951.52,16.02,12.24,42.35,62.96
2000,Uttarakhand,Industry,191.5,18.32,9.67,115.02,279.52,138.5,41.87,92393.48,3.15,55.62,32.53,12.38
2010,Goa,Industry,478.94,47.21,0.25,175.77,296.75,31.41,17.21,30246.53,49.63,72.01,88.56,45.05
2015,Uttarakhand,Waste,400.54,21.52,19.3,154.64,15.56,12.02,43.09,80935.66,22.94,17.15,4.0,22.25
2017,Goa,Agriculture,226.63,44.9,0.74,348.6,175.35,200.79,8.4,64704.83,40.86,83.27,18.04,22.39
2015,Andhra Pradesh,Energy,275.52,42.96,11.96,208.53,391.68,31.61,27.73,67779.22,6.69,77.78,46.62,11.45
2022,Puducherry,Waste,307.65,6.65,7.14,430.69,123.74,35.21,5.55,30652.75,30.83,190.27,53.79,14.76
2009,Maharashtra,Agriculture,336.23,48.33,2.15,110.23,354.39,143.08,22.18,75946.39,26.72,94.72,48.63,35.88
2017,Assam,Agriculture,47.58,49.82,0.59,398.86,236.82,183.05,48.53,64032.72,47.73,131.81,59.83,9.52
2005,Tamil Nadu,Agriculture,467.46,30.5,5.32,407.56,122.13,2.99,31.35,52885.33,40.38,175.84,92.95,12.78
2018,Jharkhand,Waste,302.53,39.26,2.22,315.8,335.21,111.09,0.99,49563.22,21.25,176.78,64.64,10.76
2003,Odisha,Energy,466.26,46.72,18.81,78.41,396.31,158.18,41.14,31383.86,39.92,123.71,46.87,24.54
2012,Odisha,Transport,319.63,1.49,4.97,166.73,298.09,184.78,25.08,21011.77,20.99,104.13,60.69,76.9
2023,Odisha,Agriculture,221.2,46.53,1.97,201.88,29.21,237.03,33.61,76942.5,38.28,64.14,21.29,4.63
2013,West Bengal,Transport,287.79,31.55,15.42,235.4,25.7,5.01,32.14,20749.38,15.28,90.43,5.71,20.59
2002,Tamil Nadu,Transport,416.46,41.51,8.34,369.7,199.16,224.76,9.51,17570.54,19.27,14.86,69.05,71.95
2009,Bihar,Industry,169.8,27.27,16.89,172.49,7.4,241.7,20.34,85267.34,30.68,32.86,75.83,8.14
2005,Punjab,Transport,478.67,26.76,16.78,14.02,272.0,216.58,10.82,8915.59,27.5,74.82,94.71,64.41
2000,Odisha,Industry,238.32,44.93,19.85,433.71,11.44,237.27,9.01,16182.86,20.38,4.63,95.97,5.75
2022,Jharkhand,Energy,478.56,25.62,16.1,219.0,389.36,30.52,27.9,10015.11,46.94,143.22,87.66,19.53
2023,Uttarakhand,Energy,441.57,23.85,4.36,145.03,352.85,248.07,10.26,95860.43,25.7,117.73,91.5,70.07
2013,Tripura,Industry,386.15,30.61,11.77,410.5,327.07,191.54,10.15,11378.75,36.34,171.07,76.0,1.47
2007,Arunachal Pradesh,Energy,239.04,26.17,10.57,440.03,325.9,18.3,31.36,1592.98,21.43,33.49,89.51,37.99
2018,Bihar,Agriculture,297.6,22.59,10.21,366.86,334.58,170.04,20.17,61629.03,36.44,186.42,0.29,58.84
2013,Telangana,Energy,420.63,9.44,6.01,180.39,176.53,176.08,10.21,71635.78,39.83,180.37,3.0,28.03
2009,Goa,Industry,276.59,20.17,4.28,119.39,317.78,157.71,19.24,18589.74,27.81,107.52,76.78,15.39
2016,Puducherry,Agriculture,371.71,14.46,14.37,357.84,150.02,218.79,29.01,35531.71,2.6,73.36,83.39,5.95
2008,Gujarat,Transport,397.42,20.32,2.13,33.44,340.11,187.44,29.98,31670.22,25.71,173.2,28.86,70.36
2005,Meghalaya,Transport,261.42,29.86,1.09,198.57,249.1,41.27,44.91,72662.34,45.05,188.2,5.16,61.51
2010,Delhi,Transport,272.76,30.64,7.69,380.61,146.55,63.3,46.52,40016.4,5.11,32.35,2.0,54.49
2024,Gujarat,Industry,106.94,12.31,14.9,294.61,299.46,116.39,10.23,53329.86,29.63,115.64,7.65,64.29
2006,Nagaland,Transport,129.92,4.68,17.38,368.26,100.92,99.31,24.57,77865.61,2.68,100.62,47.07,43.96
2016,Punjab,Energy,453.42,37.35,10.85,288.59,386.04,166.08,22.34,49832.93,24.87,107.26,95.74,69.24
2000,Uttar Pradesh,Transport,421.76,26.66,16.81,123.65,267.57,34.97,38.39,72834.97,34.9,13.83,4.13,40.86
2021,Uttar Pradesh,Waste,14.96,22.38,0.6,244.19,163.47,89.22,9.71,57093.64,19.65,76.36,41.9,32.01
2004,Sikkim,Waste,436.0,6.91,9.16,387.67,222.54,61.46,11.38,71558.11,6.58,29.8,54.04,42.5
2008,Odisha,Transport,22.37,21.03,2.75,119.04,296.34,74.12,7.99,9979.85,47.42,174.44,63.09,77.71
2017,Himachal Pradesh,Transport,234.56,41.0,11.7,481.7,319.94,178.0,36.64,97843.69,46.72,90.81,40.61,54.15
2023,Delhi,Waste,43.04,29.28,18.43,105.42,390.11,21.04,11.45,9609.63,39.97,167.49,81.31,14.57
2020,Punjab,Transport,484.72,5.0,0.24,12.03,87.54,221.95,21.04,63974.61,11.18,43.48,16.51,35.32
2001,Jharkhand,Agriculture,486.44,16.95,13.4,390.15,204.25,160.62,13.06,3290.2,38.87,172.9,1.63,57.72
2010,Madhya Pradesh,Waste,309.33,49.0,15.87,464.56,41.13,103.5,49.12,52194.73,17.41,27.88,74.3,34.12
2005,Nagaland,Industry,202.18,27.45,14.92,127.09,37.5,121.96,32.44,10506.06,30.84,30.83,94.44,54.14
2007,Meghalaya,Waste,260.88,14.68,0.49,81.75,46.21,174.85,14.35,9909.32,22.92,197.54,84.71,4.09
